Hmong,English
"Txij thaum ntawd los, ib lub xyoos twg tsuas pom ob peb tug thiaj muaj tus mob no nyob hauv Minnesota","Since then, low numbers of cases have been reported in Minnesota each year"
"Txij thaum ntawd los, thiaj tsuas hnov muaj ob peb tug raug kab zuam tom nyob rau qaum teb Midwest","Since then, low numbers of cases have been reported in persons with exposure to ticks only in the upper Midwest"
"Txij thaum ntawd los, tsis tshua pom muaj tus kab mob hlwb o ntawm nees sab hnub poob tshwm sim rau hauv Minnesota thiab sib kis tsawg heev lawm","Since then, Minnesota has had very infrequent and much smaller outbreaks of western equine encephalitis"
"Txij thaum xyoo 1970 los, muaj ntau lub tebchaw tau tsim�lossis ntseeg tias tau tsim cov tshuaj botulism los ua kev sib tua","Since the 1970s, a number of nations have developed � or are believed to be developing � the capability to use botulism as a weapon"
txiv mis,nipple
txiv mis dig muag/saus/nkaum,inverted nipples
txiv mis rau raj mis lossis lam fwj,bottle nipple
Txiv Neej,Male
txiv neej chaw xis,penis
txiv neej cov kab noob neej/kab menyuam,sperm
txiv neej los poj niam,sex
txiv neej lub txiv mis,male nipple
txiv neej lub zais zog ua cov kua txhawb thiab xa kab menyuam,prostate gland
txiv neej lub zais zog ua kab menyuam,seminal vesicles
"txo [nqaij] zoo li hmoov zeb hauv cov zis ua mob tau rau lub cev (feem ntau ua mob ko taw vwm, pob zeb hauv raum)",uric acid
Txo kom koj qhov kev raug cov khes mis arsenic es yog ua raws li cov tswv yim hauv qab no: Tsis txhob hlawv cov ntoo es siv cov tshuaj khes mis arsenic tsau rau,Reduce your contact with arsenic by following the tips below: Do not burn wood that is or may be treated with arsenic
Txo Lwm qhov kom tsis txhob raug Radionuclides,Reduce Other Contact with Radionuclides
Txo lwm yam kom tsis txhob raug tshuaj khes mis arsenic,Reducing other contact with arsenic
Txo qhov mus nyob ze tej kab zuam yog yam kev tiv thaiv zoo tshaj ntawm kab mob zuam tom,Reducing exposure to ticks is the best defense against tickborne diseases
Txo qhov mus nyob ze tej kab zuam yog yam kev tiv thaiv zoo tshaj ntawm tej kab mob zuam tom:,Reducing exposure to ticks is the best defense against tickborne diseases.
Txob nqos dej,Don�t swallow the water
txog caij so lawm,full term
"Txog rau qhov uas ua tau, tus neeg saib xyuas tus neeg mob yuav tsum tau xav txog cov kev xav ntawm tus neeg mob hais txog kev qhia tawm tias nws nyob hauv lub chaw","To the extent possible, the legal guardian or conservator of the patient shall consider the opinions of the patient regarding the disclosure of the patient�s presence in the facility"
txog siav ua tsis taus pa,shortness of breath
"Txog thaum lub cev laus tuaj thiab yog muaj lwm yam kab mob kev nkeeg ntxiv, ces cov kab mob MDR TB no yuav huam sawv tuaj thiab yuav ua rau tus tib neeg ntawv muaj mob","As they get older and have other health conditions, the MDR TB germs are waking up and making the person sick"
txoj cai,policy
"Txoj cai ceev thiab siv cov khoom ntiag tug, uas muaj rooj tog vaj tse, thiab khaub ncaws, yog ho muaj chaw tso, tsuas ntshe yog ho tso li ntawd ces yuav txhaum lwm tus neeg mob tej cai los sis kev noj qab haus huv los sis kev nyab xeeb","The right to retain and use personal possessions, including furnishings, and clothing, as space permits, unless to do so would infringe upon the rights or health and safety of other residents"
txoj cai cia ib tug neeg uas tus neeg mob tau teev npe nyob rau txwm (3) tuaj xyuas tau thiab txiav txim rau kev kho,the right to visitation and health care decision making by an individual designated by the resident under paragraph (3)
txoj cai kom ib tug neeg uas tus neeg mob tau tso ua tus neeg mob tus sawv cev kev kho mob tuaj xyuas tau nyob rau tshooj 145C;,the right to visitation by an individual the resident has appointed as the resident�s health care agent under chapter 145C; and
"Txoj cai kom paub txhij ua ib hom lus uas nws to taub taus txog nws kev noj qab haus huv tag nrho, uas muaj tiam sis tsis tas rau, nws kev mob","The right to be fully informed in language that he or she can understand of his or her total health status, including but not limited to, his or her medical condition"
"Txoj cai kom qhia paub, ua ntej, txog cov kev hloov kho rau kev npaj tu","The right to be informed, in advance, of changes to the plan of care"
"Txoj cai kom qhia paub, ua ntej, txog kev tu uas yuav muaj thiab hom neeg tu los sis kws tshwj xeeb uas yuav los tu","The right to be informed, in advance, of the care to be furnished and the type of care giver or professional that will furnish care"
"Txoj cai kom tau ntawv qhia, nrog rau seb vim cad thiaj muaj kev hloov, ua ntej tus neeg mob chav nyob los sis tusk hub nyob raug hloov","The right to receive written notice, including the reason for the change, before the resident�s room or roommate in the facility is changed"
"Txoj cai kom txhob raug siv khoom los sis yeej tshuaj ceev tuav uasmuaj lub hom phiaj los rau txim los sis kom yooj yim, thiab tsis tau kom ua los kho tus neeg mob cov kev mob","The right to be free from any physical or chemical restraints imposed for purposes of discipline or convenience, and not required to treat the resident�s medical symptoms"
"Txoj cai kom xub qhia paub, los ntawm kws kho mob los sis lwm tus neeg tu kho los sis kws tshwj xeeb, txog tej yam phem thiab zoo ntawm kev npaj tu, kho thiab kho lwm yam los sis kev cia xaiv kho thiab los xaiv lwm hom los sis lwm qhov cia rau xaiv uas nws nyiam","The right to be informed in advance, by the physician or other practitioner or professional, of the risks and benefits of proposed care, of treatment and treatment alternatives or treatment options and to choose the alternative or option he or she prefers"
"Txoj cai koom ib chav nyob nrog nws tus khub nyob uas nws xaiv tau yog ho mus tau, thaum ob leeg puav leej nyob rau tib lub tsev tu thiab ob leeg puav leej kam ua","The right to share a room with his or her roommate of choice when practicable, when both residents live in the same facility and both residents consent to the arrangement"
"Txoj cai koom rau kev tsim muaj cov hom phiaj los npaj thiab cov kev kom tiav li cas ntawm kev tu, seb tu hom twg, npaum cas, tuab li cas, thiab ntev mus li cas, thiab lwm yam twg los xij hais txog kev khiav tau mus zoo ntawm kev npaj tu","The right to participate in establishing the expected goals and outcomes of care, the type, amount, frequency, and duration of care, and any other factors related to the effectiveness of the plan of care"
"Txoj cai koom rau tus txheej txheem kev npaj tu, nrog rau txoj cai paub cov tib neeg los sis cov lub luag hauj lwm uas kom muaj nyob rau tus txheej txheem kev npaj tu, txoj cai thov kom muaj kev sib ntsib sib tham thiab txoj cai thov kom muaj kev hloov kho kev npaj tu rau tus kheej","The right to participate in the planning process, including the right to identify individuals or roles to be included in the planning process, the right to request meetings and the right to request revisions to the person centered plan of care"
Txoj cai los koom ib chav nyob nrog nws tus txwj nkawm thaum muaj tej txwj nkawm nyob rau tib lub lub tsev tu thiab ob tog txwj nkawm txaus siab li ntawd,The right to share a room with his or her spouse when married residents live in the same facility and both spouses consent to the arrangement
"Txoj cai los koom nyob rau kev tsim muaj thiab lis kev npaj tur au nws, uas muaj tiam sis tsis tas rau:","The right to participate in the development and implementation of his or her personcentered plan of care, including but not limited to:"
"Txoj cai los thov, tsis yeem, thiab/los sis tsum tsis kho, los koom los sis tsis kam koom rau kev tshawb fawb xyaum kawm, thiab los npaj ua ib daim ntawv xub teev kev tu kho","The right to request, refuse, and/ or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive"
Txoj cai los txais cov kev pab thiab/los sis lwm yam uas muaj nyob rau kev npaj tu,The right to receive the services and/or items included in the plan of care
Txoj cai muab tshuaj rau tus kheej noj yog pawg neeg tswj xyuas ho tau txiav txim tias qhov kev ua no yeej haum xeeb,The right to self-administer medications if the interdisciplinary team has determined that this practice is clinically appropriate
"txoj cai mus koom nrog luag lwm tus nyob rau hauv thiab tawm ntawm lub tsev tu kho mus, uas yog mus ua pab kom zoo ntxiv nyob rau kev kho-mus ntev;",the right to join with other individuals within and outside the facility to work for improvements in long-term care;
Txoj cai no mas yog muab lub sij hawm rau tus neeg mob nrog cov neeg ua num ntawm cov chaw pab neeg tau sib tham txog txoj kev lawv yuav pab nws.,This right shall include the opportunity for private communication between the patient and a representative of the rights protection service or advocacy service.
"Txoj cai no muaj nrog rau lub sijhawm los sib tham kev kho thiab lwm yam los pab nrog cov tib neeg kho, lub sijhawm los thov koom thiab koom nyob rau tej kev sib tham kho mob, thiab txoj cai kom muaj ib tug neeg ntawm tsev neeg los sis lwm tus uas tau xaiv los sawv cev, los sis ob tus tib ntxiag","This right includes the opportunity to discuss treatment and alternatives with individual caregivers, the opportunity to request and participate in formal care conferences, and the right to include a family member or other chosen representative, or both"
Txoj cai no raug txwv thaum qhov kev pab tsis muaj nyiaj pej xeem los sis ntiag tug los them,This right is limited where the service is not reimbursable by public or private resources
"Txoj cai no raug txwv yog tsis tsim nyog qhia tawm vim los ntawm kev mob, raws li tus kws saib xyuas kho tau sau cia nyob rau tus neeg mob ntaub ntawv kho mob.","This right is limited where medically inadvisable, as documented by the attending physician in a resident�s care record"
Txoj cai no tsuas kav txij txoj kev tu uas daim ntawv kho mob kam them tej nuj nqis xwb.,This right is limited where the service is not reimbursable by public or private resources.
"Txoj cai no yuav tsis siv thaum muaj kev foob tsis txaus siab thiab kev tshawb nug los ntawm lub Rooj Tsav Xwm Kev Noj Qab Haus Huv (Department of Health), yog tias neeg haujlwm pawg thib peb kom ua, los sis txoj cai kom ua","This right does not apply to complaint investigations and inspections by the Department of Health, where required by thirdparty payment contracts, or where otherwise provided by law"
Txoj cai no yuav tsis siv yog thaum muaj neeg tsis txaus siab rau lub chaw tu neeg es lawv kom Tuam Tsev Xyuas Txog Kev Noj Qab Haus Huv tuaj kuaj tej ntaub ntawv thiab yog muaj tus tswv tu plaub ntug tso cai rau lawv kuaj,"This right does not apply to complaint investigations and inspections by the Department of Health, where required by third party payment contracts, or where otherwise provided by law"
Txoj cai no yuav tsis siv yog thaum muaj neeg tsis txaus siab rau lub chaw tu neeg es lawv kom tuam tsev xyuas txog kev noj qab haus huv tuaj kuaj tej ntaub ntawv thiab yog muaj tus tswv tu plaub ntug tso cai rau lawv kuaj.,"This right does not apply to complaint investigations and inspections by the department of health, where required by third party payment contracts, or where otherwise provided by law."
Txoj cai no yuav tsum muaj nrog rau kev tso sijhawm sib tham tsis qhia tawm ntawm tus neeg mob thiab ib tug neeg sawv cev qhov chaw pab los sis txhawb kev tiv thaiv tswj cai,This right shall include the opportunity for private communication between the resident and a representative of the rights protection service or advocacy service
Txoj cai nyob thiab tau kev pab hauv lub tsev tu uas muaj kev saib xyuas tsim nyog rau neeg mob cov kev xav tau thiab kev nyiam tsuas ntshe yog ho ua li ntawd ces yuav tsis zoo rau tus neeg mob los sis lwm tus neeg mob kev noj qab haus huv thiab kev nyab xeeb,The right to reside and receive services in the facility with reasonable accommodation of resident needs and preferences except when to do so would endanger the health or safety of the resident or other residents
"Txoj cai pom qhov kev npaj tu, nrog aru txoj cai los kos npe lav paub tom qab ho muaj kev hloov tseem ceeb rau txoj kev npaj tu","The right to see the care plan, including the right to sign after significant changes to the plan of care"
Txoj Cai Tshaj Tawm,Public Policy Declaration
"Txoj cai tsis kam kom hloov mus rau lwm chav nyob nyob rau lub tsev tu, yog tias lub hom phiaj ntawm kev hloov yog:","The right to refuse to transfer to another room in the facility, if the purpose of the transfer is:"
Txoj Cai Tsis Lees Txais Kev Tu Kho,Right to Refuse Care
Txoj cai tsis pub kom lawv kho,Right to refuse care
Txoj cai tswj kev pab rau cov neeg mob hauv lub xeev no tshaj tawm tias txhua txhua lub chaw tu neeg yuav tsum fwm thiab ua raws li tus neeg mob txoj cai uas muaj xws li tiam sis tsis yog tas rau cov uas tau hais tseg no.,It is declared to be the public policy of this state that the interests of each patient be protected by a declaration of a patient�s bill of rights which shall include but not be limited to the rights specified in this statement.
"Txoj cai tswj kev them rau lub txaj tuav cia, yog ho muaj;","The reserve bed payment policy in the state plan, if any;"
"Txoj cai tswj tias yuav tuav lub txaj cia ntej li cas, yog ho muaj, nyob rau lub sij hawm uas yuav cia tus neeg mob rov los tau thiab rov nyob rau lub tsev tu neeg laus;","The duration of the state bed-hold policy, if any, during which the resident is permitted to return and resume residence in the nursing facility;"
Txoj cai tswj yuav tsum muaj cov nram no,The policy must provide for the following
Txoj Cai txhob Raug Ua Phem rau,Freedom from Maltreatment
Txoj cai uas hais no mas tus neeg mob siv tau yog nws tseem meej pem li tus kws kho mob sau ntawv pom zoo,"This right is limited where medically inadvisable, as documented by the attending physician in a patient�s care record"
Txoj hauv kev zoo tshaj plaws txhawm rau tiv thaiv kab mob qog yog kom tau txais kev txhaj tshuaj tiv thaiv,The best way to prevent mumps is to get vaccinated
txoj hlab nqos mov,esophagus
txoj hlab ntaws,umbilical cord
txoj hlab ntsha,artery
txoj hlab qe menyuam,fallopian tube
txoj hlab zis,urethra
txoj hlua pav caj npab tso ntshav,tourniquet
txoj hnyuv,intestines
txoj hnyuv loj,colon
Txoj hnyuv me nyuam,Fallopian tube
txoj hnyuv tws,appendix
"Txoj kev kho yuav tau siv sij hawm ntev, tiam sis nws yog tib txoj kev uas yuav tiv thaiv thiab cawm tau lub zej zog","The treatment can take a long time, but it is the only way to stop the disease and protect the community"
